,Momentum Punch,Benchmark,100% BOVA11,60% BOVA11 / 40% CDI,Pesos iguais entre ETFs,ESG estática (ISUS11/GOVE11/REVE11),40% BOVA11 / 40% IVVB11 / 20% CDI
2021-12-28,1.0032458343471529,0.9981787728584757,0.989523159467349,0.9981787728584757,0.9940024113501674,0.9952920961853021,1.020892682187636
2021-12-29,1.0207290554798913,0.9935172640512986,0.981592114912595,0.9935172640512986,0.9995138055534248,1.0053092504815968,1.0228570850407528
2021-12-30,1.0101900938166068,0.9969258080175448,0.9869774381922292,0.9969258080175448,0.998049731915167,1.0015073525333105,1.0194153114094935
2022-01-03,1.0128969136346302,0.9919017090692092,0.9784588562870201,0.9919017090692092,0.9969754420446361,1.0029513334776925,1.0207450333928587
2022-01-04,1.0120058657439126,0.9898955673131757,0.974933930995401,0.9898955673131757,0.9899615033195083,0.994747746293386,1.0187264180269857
2022-01-05,0.9818053052811284,0.9752995446938763,0.9507490559623171,0.9752995446938763,0.9621539243291267,0.9657171797296948,1.0046351468947516
2022-01-06,0.9889685739171392,0.9799550332997212,0.9580926378693939,0.9799550332997212,0.966730138079265,0.9693549963437944,1.0046608218863198
2022-01-07,0.9852091209826848,0.9851988177600947,0.9664153490901921,0.9851988177600947,0.9683933812041574,0.9687718270392174,1.0036000634898725
2022-01-10,0.9855388350887845,0.9837187328575648,0.9637716924728668,0.9837187328575648,0.9628215556443698,0.9622231906277736,1.0026413506330212
2022-01-11,0.9889922350897123,0.9938695376189127,0.9801233835906242,0.9938695376189127,0.9732713223076616,0.9707057476563615,1.0079836775171689
2022-01-12,0.9963292320387528,1.004790353117728,0.9978459453909253,1.004790353117728,0.9863732385253301,0.9822781623845958,1.0131238364642077
2022-01-13,0.9855694346236086,1.0028003409664856,0.994321020099306,1.0028003409664856,0.9800788208754732,0.9750770923275094,1.0070471712833156
2022-01-14,0.9874727454834645,1.0119456529744861,1.0092039798950927,1.0119456529744861,0.9884573351358563,0.981326460391663,1.0107181786540222
2022-01-17,0.9962151111063613,1.0091998174174275,1.0044061939659137,1.0091998174174275,0.98676166805723,0.9806369664605247,1.0098760818318142
2022-01-18,0.9857676332017966,1.0109338563862231,1.007049850583239,1.0109338563862231,0.9810072839849074,0.9721517117834501,1.006610600350586
2022-01-19,0.9709954711332008,1.0181514277052544,1.0187996264562287,1.0181514277052544,0.9820360097996412,0.9697300974036213,0.9995861968532674
2022-01-20,0.9725800193274183,1.0232833962798942,1.0271223376770269,1.0232833962798942,0.9919586074037599,0.9801538219782512,0.9962531195784522
2022-01-21,0.959581270796875,1.0222550202251814,1.0251640043468062,1.0222550202251814,0.9839243715770067,0.9701919166321994,0.9891036495865083
2022-01-24,0.9393420487608991,1.0187650572084217,1.0190933577800672,1.0187650572084217,0.9691901308966742,0.9527354938950469,0.9888001556386304
2022-01-25,0.9621731666018142,1.0321208505907973,1.0411241035012975,1.0321208505907973,0.9926845624290526,0.9766641526975945,0.9921416002341157
2022-01-26,0.9689448129918059,1.0384378026343444,1.0515030086917438,1.0384378026343444,0.996351100449262,0.978228537735067,0.9927932324736566
2022-01-27,0.9775526898442314,1.043281640858388,1.0594340532464979,1.043281640858388,0.9974806903838325,0.9772478075794016,0.9919111024249819
2022-01-28,0.9722783957011949,1.0398397977052782,1.0533634066797588,1.0398397977052782,0.9971770293306113,0.9787177095967377,0.9975153070737096
2022-01-31,0.9750750252743169,1.042304116546469,1.0572799986374224,1.042304116546469,1.0026068945080984,0.9846104940016828,1.001147577642265
2022-02-01,0.9877820806456782,1.049225213449219,1.0687359684837954,1.049225213449219,1.0087999122531293,0.9891634439019027,1.0049565167401666
2022-02-02,0.9742612728008394,1.0409503397129574,1.0544404713356859,1.0409503397129574,1.0032837001887562,0.9863620361190514,1.0027259874367271
2022-02-03,0.9726469259399544,1.0415815340262429,1.055223729964996,1.0415815340262429,0.9972829624461721,0.9782517697415329,1.0008081610235178
2022-02-04,0.9776379635774666,1.0431986154636808,1.0576715906006884,1.0431986154636808,0.9987747793767114,0.9794464662626586,1.0013562077711664
2022-02-07,0.9748975758037445,1.0416279122987648,1.0547342026595246,1.0416279122987648,0.9902322086345895,0.969183506470504,0.9966297469216163
2022-02-08,0.9776993094367874,1.0447542355371096,1.0597278592731145,1.0447542355371096,0.9968774999175609,0.9763260170389488,1.0019992497287278
2022-02-09,0.9803711264744649,1.0449220982896419,1.0597278592731145,1.0449220982896419,1.0033701446779424,0.9848044081478212,1.0051628209550039
2022-02-10,0.9869760227807396,1.0501296836343252,1.0682463664755455,1.0501296836343252,1.00178231551735,0.9800877284751636,1.0023371296380843
2022-02-11,0.9885188145944933,1.0515112035184713,1.070302560445194,1.0515112035184713,0.9960112659024889,0.9719307982165206,0.9954193300500616
2022-02-14,0.9929281536049764,1.0528922078865857,1.0723587544148419,1.0528922078865857,0.995774108960533,0.970999831023022,0.9915428748698133
2022-02-15,0.9983169429390395,1.0592910652575993,1.0829335302896992,1.0592910652575993,1.0092200523590962,0.9852899685149136,0.9977547105878989
2022-02-16,1.0015601608657734,1.0604381762066726,1.0845980575933032,1.0604381762066726,1.0101007969605582,0.9859316350337953,0.995813046750643
2022-02-17,0.98659496405095,1.0510160887683722,1.0682463664755457,1.0510160887683722,0.9958846079327514,0.9723849829058512,0.9850550629576614
2022-02-18,0.9821478529071986,1.0477747157256059,1.0624694512326456,1.0477747157256059,0.9894289861868462,0.9657334331500306,0.9777169454137383
2022-02-21,0.9723134999325684,1.0418018052132803,1.0520904713394212,1.0418018052132803,0.9781796907150958,0.9542382446216139,0.9644951609240235
2022-02-22,0.9866371222963068,1.0509862025641898,1.0672672371618244,1.0509862025641898,0.9808466005262554,0.9531186877695993,0.9683510498726807
2022-02-23,0.9658898455650232,1.0429400290969726,1.053363406679759,1.0429400290969726,0.9622812232744179,0.9332035465752366,0.9561733916802526
2022-02-24,0.9709176228129704,1.042525936053176,1.052384277366038,1.042525936053176,0.9753073467963876,0.9503360356104233,0.9657861402617736
2022-02-25,0.9827748452518977,1.0509575915472316,1.0662881078481032,1.0509575915472316,0.9876449530331226,0.962179797109326,0.9831413897987373
2022-03-02,1.0045902632916095,1.063865313053531,1.087829251561084,1.063865313053531,0.9982230801426202,0.9694409925490426,0.9881214135512608
2022-03-03,1.0064038723244155,1.0635766001157518,1.0870459182289955,1.0635766001157518,0.9972784024561311,0.968450434331222,0.9811015312534109
2022-03-04,0.9988595660954521,1.0601837382999002,1.0809752716622567,1.0601837382999002,0.9880810656617847,0.9583445860387247,0.9784969902590535
2022-03-07,0.9717226557574612,1.0413975289381043,1.0487614167322132,1.0413975289381043,0.9591631281224003,0.9304675136717597,0.958563086774342
2022-03-08,0.9710608971921114,1.0426149048608935,1.050523879378023,1.0426149048608935,0.9614788417752274,0.9329415360060592,0.9533855872170492
2022-03-09,0.992207683904221,1.0573006950937256,1.07490455039274,1.0573006950937256,0.9857240188691662,0.9570916865671101,0.968271358621169
2022-03-10,0.991479673368707,1.0552747017964148,1.0711838291194877,1.0552747017964148,0.9810577989474681,0.9521550858714024,0.9660153901316699
