,ISUS11,GOVE11,REVE11,BOVA11
2025-09-11,-0.013271855824520276,-0.09450174156302395,0.09081936207220266,-0.007165866190664831
2025-09-12,-0.011390515827820785,-0.08110573210428633,0.07794534500930682,-0.006150075267847023
2025-09-14,-0.009595684672231593,-0.0683257055384926,0.06566330828941075,-0.005180993018473404
2025-09-15,-0.10676669194228831,-0.05785395555965114,0.055599603249395925,-0.0037723952937369462
2025-09-16,-0.09078398359989003,-0.049193362247798855,0.047276480873660084,-0.0032076770971234893
2025-09-17,-0.07746355992618296,-0.04197538831571397,0.04033976439496368,-0.002737025598391686
2025-09-18,-0.08156260912827552,-0.03592108412947695,0.11286792811990279,-0.023281204664034875
2025-09-19,-0.07332928963114467,-0.04458849593876892,0.09682565336280503,-0.01997217358569426
2025-09-21,-0.061748598009684755,-0.03754675826574654,0.0815342460918314,-0.016818023525471154
2025-09-22,-0.040921507278170066,-0.03057099937839004,0.06901430861762699,-0.026677251017976227
2025-09-23,-0.03288556425589738,-0.025987182175256522,0.05866629967005347,-0.031131609407145655
2025-09-24,-0.06374923461477815,-0.02216890166968466,0.0500464967667019,-0.0007913923716987974
2025-09-25,-0.05166054259324515,-0.019973650073088302,0.04281952321139838,-0.00168316393068904
2025-09-26,-0.03854389648647195,-0.01713185266942026,0.036727276203806704,-0.0014436878774550586
2025-09-29,-0.031706354779829554,-0.014092726690542455,0.030211996076302157,-0.0011875830989218972
2025-09-30,-0.004025885976968874,0.022934896325550496,0.025097715374242262,-0.0009865492675401695
2025-10-01,-0.0017811053979427027,0.019201196261599014,0.021011917899175836,-0.0008259433938086864
2025-10-02,-0.0015005061923915048,0.016176198177341543,0.01770165480277181,-0.000695822481031332
2025-10-03,-0.0014973196517608204,0.005863581059756506,0.0149891007815332,-0.0005891965135712603
2025-10-05,-0.0012454852215046826,0.004877384429192053,0.012468081538294,-0.0004900994582900924
2025-10-06,-0.0023173298442278876,0.00408765120230231,0.010449282649400095,-0.0004107438462174011
2025-10-07,-0.0019539132879027037,0.0034466030031866744,0.008810568020158891,-0.000346328711489861
2025-10-08,0.0011294044496085822,0.002920490471344661,0.007465663996177511,-0.0002934627808668544
2025-10-09,0.014428596163305978,0.002484794229804098,0.006351891574848022,-0.0002496822474563617
2025-10-10,-0.006940555593649731,0.002121272425199745,0.005422619017690649,-0.00021315409551350925
2025-10-11,-0.005941987335751705,0.0018160756320068615,0.00464244297087757,-0.0001824866783379303
2025-10-13,-0.004993923825710486,0.0015263148262539936,0.003901726013832832,-0.0009928544228249658
2025-10-14,0.0009802448125317122,0.0012899032007683577,0.003297385825777611,-0.0008390707315882582
2025-10-15,-0.003406466785849358,0.001095066335564683,0.0027993233996367584,-0.0007123310576891403
2025-10-16,-0.0029028061131734654,-0.010420064277215733,0.0023854314713915594,-0.0013849400870399882
2025-10-17,0.0005788797466583513,-0.020055298696711122,0.0020391092378813885,-0.00118387141247368
2025-10-18,-0.01225368605206146,-0.01718872511295629,0.0017476522636374792,-0.0010146565546507893
2025-10-20,-0.013398815262734997,-0.014461297576082667,0.0014703428717308346,-0.0008536555374469071
