CNPJ_Companhia,Nome_Companhia,Codigo_CVM,Data_Referencia,Categoria,Tipo,Especie,Assunto,Data_Entrega,Tipo_Apresentacao,Protocolo_Entrega,Versao,Link_Download
11.421.994/0001-36,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,25550,2023-12-27,Fato Relevante,,,Aditivo ao contrato de compra e venda de biometano entre a Orizon Meio Ambiente e a Copergás,2023-12-27,AP - Apresentação,025550IPE271220230104528711-74,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1177895&numSequencia=702621&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-01-19,Fato Relevante,,,Atualização - Declaração de Reservas,2023-01-19,AP - Apresentação,022365IPE190120230104494511-34,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1050793&numSequencia=575523&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-02-22,Fato Relevante,,,Manutenção preventiva no FPSO Petrojarl I,2023-02-22,AP - Apresentação,022365IPE220220230104497905-27,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1063852&numSequencia=588582&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-02-22,Fato Relevante,,,Manutenção preventiva no FPSO Petrojarl I,2023-02-22,RE - Reapresentação Espontânea,022365IPE220220230204497905-27,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1063911&numSequencia=588641&numVersao=2
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-02-27,Fato Relevante,,,Manutenção preventiva no FPSO Petrojarl I concluída,2023-02-27,AP - Apresentação,022365IPE270220230104498405-55,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1065487&numSequencia=590217&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-03-03,Fato Relevante,,,Paralização temporária de produção em um dos poços do Campo de Atlanta,2023-03-03,RE - Reapresentação Espontânea,022365IPE030320230204498805-66,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1068308&numSequencia=593038&numVersao=2
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-03-06,Fato Relevante,,,Enauta divulga produção de fevereiro de 2023 e atualiza sobre o poço 7-ATL-2HP-RJS,2023-03-06,AP - Apresentação,022365IPE060320230104499104-94,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1068773&numSequencia=593503&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-03-24,Fato Relevante,,,Modificação da Data da AGOE,2023-03-24,AP - Apresentação,022365IPE240320230104500911-50,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1077030&numSequencia=601760&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-03-27,Fato Relevante,,,Novo poço inicia produção no Campo de Atlanta,2023-03-27,AP - Apresentação,022365IPE270320230104501206-02,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1077310&numSequencia=602040&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-03-31,Fato Relevante,,,Novo poço do Campo de Atlanta tem a sua produção estabilizada em cerca de 15 mil bbl/d,2023-03-31,AP - Apresentação,022365IPE310320230104501605-49,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1080630&numSequencia=605359&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-04-03,Fato Relevante,,,Distrato do Acordo de Acionistas,2023-04-03,AP - Apresentação,022365IPE030420230104501912-20,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1082053&numSequencia=606782&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-04-05,Fato Relevante,,,Enauta divulga produção de março de 2023,2023-04-05,AP - Apresentação,022365IPE050420230104502105-30,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1082844&numSequencia=607573&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-04-12,Fato Relevante,,,Esclarecimento de Notícia,2023-04-12,AP - Apresentação,022365IPE120420230104502806-26,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1085342&numSequencia=610071&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-04-17,Fato Relevante,,,Retorno da produção do poço 2HP do Campo de Atlanta,2023-04-17,AP - Apresentação,022365IPE170420230104503305-82,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1086547&numSequencia=611276&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-04-20,Fato Relevante,,,Atualização sobre a produção da Enauta,2023-04-20,AP - Apresentação,022365IPE200420230104503604-79,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1087990&numSequencia=612719&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-04-25,Fato Relevante,,,Enauta informa sobre o Campo de Atlanta,2023-04-25,AP - Apresentação,022365IPE250420230104504105-86,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1089340&numSequencia=614069&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-04-26,Fato Relevante,,,Enauta informa sobre retomada de produção no Campo de Atlanta,2023-04-26,AP - Apresentação,022365IPE260420230104504205-80,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1089989&numSequencia=614718&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-05-02,Fato Relevante,,,Enauta divulga produção de abril de 2023 e atualiza sobre Campo de Atlanta,2023-05-02,AP - Apresentação,022365IPE020520230104504806-11,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1094689&numSequencia=619418&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-05-05,Fato Relevante,,,Oscilação com as ações da Companhia e esclarecimento do controlador,2023-05-05,AP - Apresentação,022365IPE050520230104505110-40,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1097766&numSequencia=622495&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-05-05,Fato Relevante,,,Oscilação com as ações da Companhia e esclarecimento do controlador,2023-05-05,RE - Reapresentação Espontânea,022365IPE050520230204505110-40,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1097952&numSequencia=622681&numVersao=2
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-05-12,Fato Relevante,,,,2023-05-12,AP - Apresentação,022365IPE120520230104505805-97,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1101389&numSequencia=626118&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-05-15,Fato Relevante,,,Reorganização Societária Relevante,2023-05-15,AP - Apresentação,022365IPE150520230104506113-59,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1102754&numSequencia=627483&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-05-23,Fato Relevante,,,Enauta confirma óleo em nova acumulação na área do Sistema Definitivo de Atlanta,2023-05-23,AP - Apresentação,022365IPE230520230104506912-10,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1105611&numSequencia=630340&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-05-23,Fato Relevante,,,Contratação de Formador de Mercado,2023-05-23,AP - Apresentação,022365IPE230520230104506912-12,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1105623&numSequencia=630352&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-06-01,Fato Relevante,,,Renovação no Conselho de Administração,2023-06-01,AP - Apresentação,022365IPE010620230104507811-44,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1108914&numSequencia=633643&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-06-22,Fato Relevante,,,Retomada da produção no Campo de Atlanta,2023-06-22,AP - Apresentação,022365IPE220620230104509910-78,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1115819&numSequencia=640548&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-07-03,Fato Relevante,,,Atualização operacional e produção de junho de 2023,2023-07-03,AP - Apresentação,022365IPE030720230104511006-20,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1118707&numSequencia=643436&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-07-14,Fato Relevante,,,Enauta anuncia a intenção de compra do FPSO Atlanta pela Yinson e início do contrato de afretamento,2023-07-14,AP - Apresentação,022365IPE140720230104512106-31,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1122621&numSequencia=647350&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-08-30,Fato Relevante,,,Novo Presidente e Vice-Presidente do Conselho,2023-08-30,AP - Apresentação,022365IPE300820230104516811-96,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1138679&numSequencia=663408&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-09-04,Fato Relevante,,,,2023-09-04,AP - Apresentação,022365IPE040920230104517305-74,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1139771&numSequencia=664500&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-09-04,Fato Relevante,,,,2023-09-04,RE - Reapresentação Espontânea,022365IPE040920230204502505-74,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1139816&numSequencia=664545&numVersao=2
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-09-06,Fato Relevante,,,Enauta divulga atualização operacional de agosto,2023-09-06,AP - Apresentação,022365IPE060920230104517506-15,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1140551&numSequencia=665279&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-09-06,Fato Relevante,,,2ª emissão de debêntures,2023-09-07,AP - Apresentação,022365IPE060920230104517600-59,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1141137&numSequencia=665865&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-09-19,Fato Relevante,,,,2023-09-19,AP - Apresentação,022365IPE190920230104518812-73,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1144578&numSequencia=669306&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-09-29,Fato Relevante,,,Conclusão da 2ª emissão de debêntures da Enauta,2023-09-29,AP - Apresentação,022365IPE290920230104519810-61,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1147204&numSequencia=671931&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-12-21,Fato Relevante,,,Enauta informa que celebrou contrato com a Petrobras (Petróleo Brasileiro S.A.) para  a aquisição de 100% dos campos de petróleo e gás de Uruguá e Tambaú,2023-12-21,AP - Apresentação,022365IPE211220230104528111-13,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1176510&numSequencia=701236&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-12-21,Fato Relevante,,,"Enauta informa que celebrou contrato para aquisição da plataforma FPSO Cidade de  Santos, operada pela MODEC nos campos de Uruguá e Tambaú, na Bacia de Santos",2023-12-21,AP - Apresentação,022365IPE211220230104528111-11,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1176515&numSequencia=701241&numVersao=1
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365,2023-12-25,Fato Relevante,,,"Enauta informa que celebrou contrato para a compra da totalidade da participação de 23% detida pela QatarEnergy Brasil Ltda. nos campos de petróleo de Abalone, Ostra e Argonauta",2023-12-25,AP - Apresentação,022365IPE251220230104528510-66,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1177207&numSequencia=701933&numVersao=1
11.716.471/0001-17,TRX SECURITIZADORA S.A.,22420,2023-06-20,Fato Relevante,,,CRI 13ª Série da 1ª Emissão - Inadimplemento do Devedor,2023-06-20,AP - Apresentação,022420IPE200620230104509711-29,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1115050&numSequencia=639779&numVersao=1
11.716.471/0001-17,TRX SECURITIZADORA S.A.,22420,2023-06-22,Fato Relevante,,,"Cancelamento Voluntário do Registro de Emissor de Valores Mobiliários, Categoria B",2023-06-22,AP - Apresentação,022420IPE220620230104509911-30,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1115854&numSequencia=640583&numVersao=1
11.716.471/0001-17,TRX SECURITIZADORA S.A.,22420,2023-06-23,Fato Relevante,,,CRI 13ª Série da 1ª Emissão - Adimplemento de Parcela de CRI pela Devedora,2023-06-23,AP - Apresentação,022420IPE230620230104510011-06,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1116232&numSequencia=640961&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-02-09,Fato Relevante,,,Aquisição de Ações de Emissão da Própria Companhia,2023-02-09,AP - Apresentação,022217IPE090220230104496610-92,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1057638&numSequencia=582368&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-04-10,Fato Relevante,,,Renúncia de Membro do Conselho de Administração,2023-04-10,AP - Apresentação,022217IPE100420230104502605-84,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1084134&numSequencia=608863&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-06-09,Fato Relevante,,,Eleição de membros do Conselho,2023-06-09,AP - Apresentação,022217IPE090620230104508605-64,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1111712&numSequencia=636441&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-07-24,Fato Relevante,,,Aquisição de 100% da TRR Corretora de Seguros,2023-07-24,AP - Apresentação,022217IPE240720230104513106-17,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1124646&numSequencia=649375&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-08-18,Fato Relevante,,,Closing TRR Corretora de Seguros.,2023-08-18,AP - Apresentação,022217IPE180820230104515611-45,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1135655&numSequencia=660384&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-11-08,Fato Relevante,,,OPA Voluntária,2023-11-08,AP - Apresentação,022217IPE081120230104523806-27,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1159195&numSequencia=683921&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-11-09,Fato Relevante,,,Recebimento do Edital de Aquisição de Ações da Companhia,2023-11-09,AP - Apresentação,022217IPE091120230104523912-79,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1160608&numSequencia=685334&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-11-09,Fato Relevante,,,Recebimento do Edital de Aquisição de Ações da Companhia,2023-11-09,RE - Reapresentação Espontânea,022217IPE091120230204518012-79,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1160642&numSequencia=685368&numVersao=2
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-11-24,Fato Relevante,,,Primeiro aditamento ao Edital da Oferta,2023-11-24,AP - Apresentação,022217IPE241120230104525414-44,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1166483&numSequencia=691209&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-12-21,Fato Relevante,,,"Cumprimento das condições da Oferta Pública de Ações (""OPA"")",2023-12-21,AP - Apresentação,022217IPE211220230104528105-83,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1176201&numSequencia=700927&numVersao=1
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217,2023-12-22,Fato Relevante,,,"Resultado do leilão da Oferta Pública de Ações para aquisição de controle (""OPA"")",2023-12-22,AP - Apresentação,022217IPE221220230104528210-98,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1176969&numSequencia=701695&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-01-27,Fato Relevante,,,ELEIÇÃO DE NOVO PRESIDENTE,2023-01-27,AP - Apresentação,025135IPE270120230104495311-68,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1052935&numSequencia=577665&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-02-09,Fato Relevante,,,Merger Agreement,2023-02-09,AP - Apresentação,025135IPE090220230104496611-24,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1057641&numSequencia=582371&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-02-09,Fato Relevante,,,Merger Agreement,2023-02-09,RE - Reapresentação Espontânea,025135IPE090220230204517111-24,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1057825&numSequencia=582555&numVersao=2
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-03-06,Fato Relevante,,,Reapresentação das Demonstrações Financeiras,2023-03-06,AP - Apresentação,025135IPE060320230104499106-01,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1068794&numSequencia=593524&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-04-20,Fato Relevante,,,Joint Venture com Red Ventures,2023-04-20,AP - Apresentação,025135IPE200420230104503610-46,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1088191&numSequencia=612920&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-05-30,Fato Relevante,,,"Reorganização Societária - Incorporação, Cisão ou Fusão da Companhia",2023-05-30,AP - Apresentação,025135IPE300520230104507612-95,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1107898&numSequencia=632627&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-06-20,Fato Relevante,,,Renúncia de Conselheiro,2023-06-20,AP - Apresentação,025135IPE200620230104509713-39,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1115242&numSequencia=639971&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-06-29,Fato Relevante,,,Aprovação da Incorporação de Ações - Equifax,2023-06-29,AP - Apresentação,025135IPE290620230104510611-12,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1117890&numSequencia=642619&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-08-07,Fato Relevante,,,Conclusão da combinação de negócios entre a Boa Vista e a Equifax,2023-08-07,AP - Apresentação,025135IPE070820230104514511-47,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1130183&numSequencia=654912&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-08-29,Fato Relevante,,,Rescisão de Contrato com Formador de Mercado,2023-08-29,AP - Apresentação,025135IPE290820230104516709-45,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1138231&numSequencia=662960&numVersao=1
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135,2023-10-18,Fato Relevante,,,Cancelamento de Registro de Companhia Aberta,2023-10-18,AP - Apresentação,025135IPE181020230104521710-82,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1152545&numSequencia=677271&numVersao=1
11.992.680/0001-93,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,22497,2023-01-02,Fato Relevante,,,Mudanças na Administração da Quali e gestão ativa do investimento da Rede D'Or São Luiz S.A. na Companhia,2023-01-02,AP - Apresentação,022497IPE020120230104492812-38,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1046119&numSequencia=570849&numVersao=1
11.992.680/0001-93,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,22497,2023-04-03,Fato Relevante,,,Alteração do Formador de Mercado,2023-04-03,AP - Apresentação,022497IPE030420230104501911-71,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1082042&numSequencia=606771&numVersao=1
11.992.680/0001-93,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,22497,2023-06-25,Fato Relevante,,,Sucessão de CEO,2023-06-26,AP - Apresentação,022497IPE250620230104510306-07,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1116358&numSequencia=641087&numVersao=1
11.992.680/0001-93,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,22497,2023-11-06,Fato Relevante,,,Distrato de Parceria Estratégica,2023-11-06,AP - Apresentação,022497IPE061120230104523605-87,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1157988&numSequencia=682714&numVersao=1
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,2023-06-14,Fato Relevante,,,Alteração na Diretoria Financeira | Change in the Financial Management,2023-06-14,AP - Apresentação,021067IPE140620230104509110-91,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1113423&numSequencia=638152&numVersao=1
