CNPJ_Companhia,Nome_Companhia,Codigo_CVM,Data_Referencia,Categoria,Tipo,Especie,Assunto,Data_Entrega,Tipo_Apresentacao,Protocolo_Entrega,Versao,Link_Download
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-01-16,Fato Relevante,,,Nomeação Presidenta - Sra. Tarciana Medeiros,2023-01-16,AP - Apresentação,001023IPE160120230104494204-50,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1049910&numSequencia=574640&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-01-18,Fato Relevante,,,Indicação de Vice-Presidentes,2023-01-18,AP - Apresentação,001023IPE180120230104494411-87,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1050594&numSequencia=575324&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-01-19,Fato Relevante,,,Indicação de Vice-Presidentes,2023-01-19,AP - Apresentação,001023IPE190120230104494511-81,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1050836&numSequencia=575566&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-01-19,Fato Relevante,,,Payout 2023 e datas de pagamento,2023-01-19,AP - Apresentação,001023IPE190120230104494512-61,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1050868&numSequencia=575598&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-01-20,Fato Relevante,,,Indicação de Vice-Presidente,2023-01-20,AP - Apresentação,001023IPE200120230104494611-75,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1051176&numSequencia=575906&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-01-25,Fato Relevante,,,Indicação de Vice-Presidente,2023-01-25,AP - Apresentação,001023IPE250120230104495111-91,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1052220&numSequencia=576950&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-02-13,Fato Relevante,,,Remuneração Complementar aos Acionistas 4T22,2023-02-13,AP - Apresentação,001023IPE130220230104497011-80,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1059869&numSequencia=584599&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-02-13,Fato Relevante,,,Projeção 4T22,2023-02-13,AP - Apresentação,001023IPE130220230104497011-83,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1059871&numSequencia=584601&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-02-24,Fato Relevante,,,Pagamento JCP 1T23,2023-02-24,AP - Apresentação,001023IPE240220230104498106-03,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1064941&numSequencia=589671&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-04-26,Fato Relevante,,,Exercício das funções de Diretor de Relações com Investidores (DRI),2023-04-26,AP - Apresentação,001023IPE260420230104504213-02,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1090817&numSequencia=615546&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-05-08,Fato Relevante,,,Indicação de administradores,2023-05-08,AP - Apresentação,001023IPE080520230104505414-75,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1098830&numSequencia=623559&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-05-15,Fato Relevante,,,Remuneração Complementar aos Acionistas 1T23,2023-05-15,AP - Apresentação,001023IPE150520230104506111-28,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1102468&numSequencia=627197&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-05-26,Fato Relevante,,,Pagamento JCP 2T23,2023-05-26,AP - Apresentação,001023IPE260520230104507205-27,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1106668&numSequencia=631397&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-08-09,Fato Relevante,,,Remuneração Complementar aos Acionistas 2T23,2023-08-09,AP - Apresentação,001023IPE090820230104514711-39,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1131541&numSequencia=656270&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-08-09,Fato Relevante,,,Projeção 2023,2023-08-09,AP - Apresentação,001023IPE090820230104514711-43,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1131542&numSequencia=656271&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-08-25,Fato Relevante,,,Remuneração aos Acionistas 3T23,2023-08-25,AP - Apresentação,001023IPE250820230104516311-06,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1137281&numSequencia=662010&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-11-08,Fato Relevante,,,Remuneração Complementar 3T23,2023-11-08,AP - Apresentação,001023IPE081120230104523811-72,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1159543&numSequencia=684269&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-11-24,Fato Relevante,,,Remuneração aos Acionistas 4T23,2023-11-24,AP - Apresentação,001023IPE241120230104525410-97,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1166334&numSequencia=691060&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-12-08,Fato Relevante,,,,2023-12-08,AP - Apresentação,001023IPE081220230104526805-34,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1170780&numSequencia=695506&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-04-13,Política de Divulgação de Ato ou Fato Relevante,,,,2023-04-25,AP - Apresentação,001023IPE130420230104504111-32,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1089643&numSequencia=614372&numVersao=1
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023,2023-04-13,Política de Divulgação de Ato ou Fato Relevante,,,,2023-11-08,RE - Reapresentação Espontânea,001023IPE130420230204504111-32,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1159271&numSequencia=683997&numVersao=2
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2022-01-03,Fato Relevante,,,Fato Relevante - Posse Consad - Sr Hugo Tadeu,2023-01-03,AP - Apresentação,014206IPE030120220104492912-41,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1046460&numSequencia=571190&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-01-09,Fato Relevante,,,Fato Relevante - Posse Membros Conselho Fiscal,2023-01-09,AP - Apresentação,014206IPE090120230104493512-81,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1048186&numSequencia=572916&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-01-19,Fato Relevante,,,Fato Relevante - Guanabara - Deferimento Bacen Criac¸a~o de Empresa,2023-01-19,AP - Apresentação,014206IPE190120230104494513-12,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1050888&numSequencia=575618&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-01-30,Fato Relevante,,,Posse Membros Conselho de Administração,2023-01-30,AP - Apresentação,014206IPE300120230104495611-45,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1053323&numSequencia=578053&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-01-31,Fato Relevante,,,Fato Relevante - Eleição Presidente do Conselho de Administração,2023-01-31,AP - Apresentação,014206IPE310120230104495713-36,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1053773&numSequencia=578503&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-02-08,Fato Relevante,,,Fato Relevante - Posse Diretora de Controle e Riscos,2023-02-08,AP - Apresentação,014206IPE080220230104496512-06,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1057010&numSequencia=581740&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-03-10,Fato Relevante,,,,2023-03-10,AP - Apresentação,014206IPE100320230104499512-26,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1071779&numSequencia=596509&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-03-23,Fato Relevante,,,Fato Relevante - Compra BRB Card,2023-03-23,AP - Apresentação,014206IPE230320230104500813-08,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1076494&numSequencia=601224&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-03-31,Fato Relevante,,,Renúncia Conselheiro Fiscal,2023-03-31,AP - Apresentação,014206IPE310320230104501611-06,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1081103&numSequencia=605832&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-03-31,Fato Relevante,,,Parceria estratégica - Projeto Lucky,2023-03-31,AP - Apresentação,014206IPE310320230104501611-63,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1081239&numSequencia=605968&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-04-06,Fato Relevante,,,Renúncia Diretor Executivo de Tecnologia,2023-04-06,AP - Apresentação,014206IPE060420230104502211-56,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1083785&numSequencia=608514&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-04-17,Fato Relevante,,,Aprovação Fase 2 - Reorganização Societária,2023-04-17,AP - Apresentação,014206IPE170420230104503311-86,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1086985&numSequencia=611714&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-05-15,Fato Relevante,,,Acordo de Acionistas,2023-05-15,AP - Apresentação,014206IPE150520230104506113-49,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1102680&numSequencia=627409&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-05-15,Fato Relevante,,,Acordo de Acionistas,2023-05-18,RE - Reapresentação Espontânea,014206IPE150520230304506113-49,3,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1104196&numSequencia=628925&numVersao=3
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-05-18,Fato Relevante,,,Eleição Diretor Executivo de Tecnologia,2023-05-18,RE - Reapresentação Espontânea,014206IPE180520230304506411-84,3,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1104198&numSequencia=628927&numVersao=3
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-05-29,Fato Relevante,,,Alteração na Diretoria Executiva,2023-05-30,RE - Reapresentação Espontânea,014206IPE290520230204507513-15,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1107916&numSequencia=632645&numVersao=2
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-06-21,Fato Relevante,,,Projeto Loan - Seleção de Assessoria Financeira,2023-06-21,AP - Apresentação,014206IPE210620230104509812-13,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1115550&numSequencia=640279&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-06-27,Fato Relevante,,,Posse de Diretores,2023-06-27,AP - Apresentação,014206IPE270620230104510411-66,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1117111&numSequencia=641840&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-06-30,Fato Relevante,,,Posse diretor de tecnologia,2023-06-30,AP - Apresentação,014206IPE300620230104510713-42,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1118552&numSequencia=643281&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-07-05,Fato Relevante,,,Follow-On BRB,2023-07-05,AP - Apresentação,014206IPE050720230104511212-34,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1119784&numSequencia=644513&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-08-01,Fato Relevante,,,Reorganização Societária - Fase 03,2023-08-01,AP - Apresentação,014206IPE010820230104513913-04,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1127851&numSequencia=652580&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-08-14,Fato Relevante,,,Divulgação de Resultados 2T23,2023-08-14,AP - Apresentação,014206IPE140820230104515213-67,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1134055&numSequencia=658784&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-08-31,Fato Relevante,,,Alteração da Data de Divulgação de Resultados 2T23,2023-08-31,RE - Reapresentação Espontânea,014206IPE310820230204516911-99,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1139069&numSequencia=663798&numVersao=2
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-08-31,Fato Relevante,,,Reorganização Societária - Fase 04,2023-08-31,AP - Apresentação,014206IPE310820230104516911-75,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1139072&numSequencia=663801&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-09-18,Fato Relevante,,,"Distribuição de Juros sobre o Capital Próprio, referentes ao primeiro semestre de 2023.",2023-09-18,RE - Reapresentação Espontânea,014206IPE180920230204518712-25,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1144137&numSequencia=668865&numVersao=2
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-09-28,Fato Relevante,,,Troca de Diretor,2023-09-28,AP - Apresentação,014206IPE280920230104519713-17,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1146986&numSequencia=671713&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-10-26,Fato Relevante,,,Projeto Lucky - 2610.2023,2023-10-26,AP - Apresentação,014206IPE261020230104522513-54,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1154847&numSequencia=679573&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-11-03,Fato Relevante,,,Follow On,2023-11-03,AP - Apresentação,014206IPE031120230104523313-90,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1157914&numSequencia=682640&numVersao=1
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,14206,2023-11-24,Fato Relevante,,,Posse Diretor Jurídico,2023-11-24,AP - Apresentação,014206IPE241120230104525412-41,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1166421&numSequencia=691147&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-01-03,Fato Relevante,,,Programa de Recompra de ações,2023-01-03,AP - Apresentação,002437IPE030120230104492913-55,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1046522&numSequencia=571252&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-01-04,Fato Relevante,,,Resgate PNA,2023-01-04,AP - Apresentação,002437IPE040120230104493013-27,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1046871&numSequencia=571601&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-01-05,Fato Relevante,,,Incorporações de Ações,2023-01-05,AP - Apresentação,002437IPE050120230104493112-24,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1047271&numSequencia=572001&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-01-10,Fato Relevante,,,Programa de Recompra de Ações,2023-01-10,AP - Apresentação,002437IPE100120230104493612-10,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1048803&numSequencia=573533&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-04-03,Fato Relevante,,,Acordo de Acionistas,2023-04-03,AP - Apresentação,002437IPE030420230104501912-70,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1082112&numSequencia=606841&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-05-08,Fato Relevante,,,Ação Direta de Inconstitucionalidade,2023-05-08,AP - Apresentação,002437IPE080520230104505403-52,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1098193&numSequencia=622922&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-08-07,Fato Relevante,,,Emissão e Contratação Sindicato,2023-08-07,AP - Apresentação,002437IPE070820230104514511-58,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1130181&numSequencia=654910&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-08-11,Fato Relevante,,,Aprovação Incorporação Eletropar,2023-08-11,AP - Apresentação,002437IPE110820230104514911-56,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1133178&numSequencia=657907&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-08-14,Fato Relevante,,,Renúncia,2023-08-14,AP - Apresentação,002437IPE140820230104515212-27,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1133929&numSequencia=658658&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-08-22,Fato Relevante,,,Estudo Incorporação Furnas,2023-08-22,AP - Apresentação,002437IPE220820230104516013-64,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1136441&numSequencia=661170&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-08-25,Fato Relevante,,,Fato Relevante -  Emissão,2023-08-25,AP - Apresentação,002437IPE250820230104516311-47,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1137322&numSequencia=662051&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-09-08,Fato Relevante,,,Candiota,2023-09-08,AP - Apresentação,002437IPE080920230104517704-92,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1141338&numSequencia=666066&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-09-22,Fato Relevante,,,Encerramento Debêntures,2023-09-22,AP - Apresentação,002437IPE220920230104519112-04,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1145581&numSequencia=670309&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-09-26,Fato Relevante,,,Renúncia,2023-09-26,AP - Apresentação,002437IPE260920230104519505-93,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1146006&numSequencia=670734&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-10-31,Fato Relevante,,,Potencial Oferta Pu´blica CTEEP,2023-10-31,AP - Apresentação,002437IPE311020230104523011-45,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1156192&numSequencia=680918&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-11-06,Fato Relevante,,,Dívidas SAESA,2023-11-06,AP - Apresentação,002437IPE061120230104523611-60,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1158316&numSequencia=683042&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-11-13,Fato Relevante,,,Conclusão da reestruturação das divídas de SAESA,2023-11-13,AP - Apresentação,002437IPE131120230104524313-02,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1162121&numSequencia=686847&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-11-25,Fato Relevante,,,Incorporação Furnas,2023-11-25,AP - Apresentação,002437IPE251120230104525506-89,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1166492&numSequencia=691218&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-12-12,Fato Relevante,,,Acordo Petrobras,2023-12-12,AP - Apresentação,002437IPE121220230104527205-15,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1172368&numSequencia=697094&numVersao=1
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2022-04-13,Política de Divulgação de Ato ou Fato Relevante,,,,2023-01-31,RE - Reapresentação Espontânea,002437IPE130420220404466412-25,4,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1053786&numSequencia=578516&numVersao=4
00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,2023-01-27,Política de Divulgação de Ato ou Fato Relevante,,,,2023-01-31,AP - Apresentação,002437IPE270120230104495713-51,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1053792&numSequencia=578522&numVersao=1
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,2023-06-05,Fato Relevante,,,Decisão Judicial,2023-06-05,AP - Apresentação,014451IPE050620230104508206-58,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1109689&numSequencia=634418&numVersao=1
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,2023-06-21,Fato Relevante,,,Aprovação do PL 3069 - Concessão de IP,2023-06-21,AP - Apresentação,014451IPE210620230104509806-10,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1115320&numSequencia=640049&numVersao=1
